ULMeanNL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,ArfcnDL,NbrPktDL,NbrPktLossDL,UpOctUL,UpOctDL,BsChannelBwUL,BsChannelBwDL,MaxTxPower,RetTilt,TransRatePeak_mean,RSRP_mean,RSRQ_mean,Label
-98.0,166.0,2778.0,2604.0,342520.0,403500.0,26017382.0,2501259.0,3294239.985523868,27739311.01095249,20.0,30.0,31.0,31.0,6769394.186479323,-100.8,-12.0,3.0
-95.0,176.0,2561.0,2512.0,404380.0,433360.0,28040789.0,2383173.0,3664384.064738499,29379132.071183868,40.0,30.0,30.0,54.0,6419369.894931927,-101.4,-10.8,3.0
-99.0,147.0,2369.0,1531.0,515199.0,623277.0,13499249.0,969570.0,1513639.2491531223,15623834.9032729,25.0,20.0,5.0,110.0,3498732.804828658,-107.0,-11.2,4.0
-113.0,147.0,2089.0,2055.0,177000.0,178360.0,25878949.0,1447585.0,2425197.09373606,23113291.77638688,60.0,30.0,5.0,82.0,4006552.450322761,-107.4,-10.6,4.0
-108.0,144.0,2323.0,2132.0,339500.0,174440.0,7191894.0,392216.0,831387.2458012946,7832490.564868338,25.0,10.0,5.0,122.0,2677112.4603541573,-106.2,-11.4,4.0
-111.0,153.0,2398.0,2231.0,638070.0,291380.0,13406843.0,945036.0,1332244.9494205725,12315220.72036455,30.0,15.0,5.0,118.0,2986308.474812289,-107.2,-11.2,4.0
-101.0,151.0,2218.0,2001.0,142540.0,394920.0,60736781.0,5526012.0,6677967.329249917,65351850.5389592,90.0,80.0,34.0,72.0,12921132.836241793,-99.8,-11.0,3.0
-94.0,176.0,2882.0,2718.0,339960.0,465840.0,81906330.0,7858274.0,8812582.979480011,84999170.46212395,80.0,90.0,30.0,76.0,11431111.218459422,-101.4,-11.2,3.0
-101.0,185.0,2814.0,2787.0,652830.0,498900.0,40196251.0,3903973.0,4721028.700052988,40958418.37651467,20.0,40.0,34.0,25.0,8347802.961384244,-100.0,-11.2,3.0
-94.0,182.0,2789.0,2754.0,285780.0,509120.0,19206442.0,1113294.0,2528553.494042676,20474664.800890725,90.0,20.0,28.0,42.0,5431060.041229221,-99.6,-11.0,3.0
-103.0,206.0,3292.0,3047.0,466340.0,471820.0,57203188.0,3102084.0,7150793.827185621,56423627.36233248,20.0,50.0,31.0,26.0,8077332.611334875,-100.8,-11.0,3.0
-98.0,193.0,2686.0,2457.0,497720.0,431680.0,26862064.0,1406858.0,4266375.567879193,27140180.67700488,60.0,25.0,35.0,31.0,5039882.053253944,-101.2,-10.6,3.0
-97.0,218.0,2978.0,2706.0,169080.0,431680.0,35987741.0,3595726.0,3987586.0850792425,36502470.44610922,90.0,30.0,33.0,51.0,5406996.742692484,-101.8,-11.2,3.0
-95.0,192.0,2952.0,2705.0,298340.0,431680.0,67679679.0,4082401.0,8326503.485615544,62516593.1490334,90.0,60.0,28.0,55.0,9061131.00595919,-100.8,-11.6,3.0
-99.0,139.0,2248.0,1252.0,339160.0,378300.0,7057943.0,494451.0,674547.1945831775,7560529.086921521,50.0,10.0,5.0,51.0,2844097.989665684,-106.2,-10.8,4.0
-118.0,145.0,2329.0,2314.0,176480.0,439360.0,20473610.0,1199038.0,2611751.3435338577,19118208.4831485,50.0,25.0,5.0,116.0,4214256.248746897,-106.6,-11.6,4.0
-121.0,141.0,2023.0,1888.0,343260.0,178060.0,30385446.0,2852651.0,5276675.337417461,36300369.25688216,80.0,50.0,5.0,121.0,5056616.547907682,-107.2,-10.8,4.0
-119.0,138.0,2386.0,2326.0,404440.0,514179.0,27434538.0,2670942.0,3130473.596951165,28644547.165328868,10.0,40.0,5.0,59.0,5027421.163993344,-106.6,-11.2,4.0
-97.0,184.0,2587.0,1654.0,403560.0,474900.0,36583685.0,2257780.0,2792490.810901901,28930923.03983119,70.0,30.0,5.0,153.0,3492587.0283448747,-107.4,-11.4,4.0
-130.0,169.0,2582.0,2395.0,172060.0,159160.0,65621808.0,6039244.0,6835959.33310836,60194709.59122531,30.0,70.0,5.0,128.0,3953353.3978924514,-108.4,-11.6,4.0
-129.0,173.0,2435.0,2241.0,165360.0,639342.0,60489589.0,5831389.0,8248506.227423193,70088937.09568043,60.0,80.0,5.0,77.0,3628632.977650044,-109.2,-11.6,4.0
-129.0,168.0,2483.0,2451.0,137940.0,186640.0,16721156.0,1425059.0,1881029.2976897391,17855811.31802617,100.0,20.0,5.0,172.0,2060349.1869100211,-110.0,-11.0,4.0
-96.0,140.0,2259.0,1983.0,134440.0,129740.0,17354694.0,1246475.0,1318914.1536183082,14879842.765021808,90.0,20.0,5.0,48.0,4132548.106311772,-106.0,-10.8,4.0
-111.0,142.0,2342.0,2176.0,157600.0,392960.0,36152950.0,2793673.0,4496892.672952663,36557818.68423594,30.0,50.0,5.0,36.0,5648807.028724185,-106.4,-10.4,4.0
-110.0,133.0,2011.0,1981.0,641652.0,299780.0,4053742.0,240260.0,400980.2590445792,3700212.6566926655,100.0,5.0,5.0,147.0,1709737.3741264418,-107.2,-10.6,4.0
-110.0,155.0,2204.0,2010.0,629078.0,403580.0,49992002.0,3968474.0,6555909.341654462,55208165.60141967,90.0,70.0,5.0,59.0,5969760.813081203,-106.8,-11.2,4.0
-126.0,231.0,3816.0,3520.0,285400.0,129540.0,27288492.0,1440632.0,3447932.763161663,32133425.702857364,15.0,25.0,25.0,95.0,4190003.886494148,-103.4,-11.4,2.0
-121.0,191.0,3133.0,2829.0,164760.0,152560.0,23161566.0,1254446.0,3432993.697037219,21579136.24982809,60.0,20.0,32.0,82.0,4584205.920341523,-100.4,-11.0,2.0
-118.0,203.0,2631.0,2469.0,518320.0,292940.0,25947274.0,1711130.0,3177906.5183114093,22837126.124070425,30.0,20.0,28.0,86.0,3895091.928942168,-102.6,-12.2,2.0
-127.0,202.0,3384.0,3149.0,731178.0,640940.0,11807656.0,949152.0,1454436.5592459035,11587817.893922964,100.0,10.0,26.0,22.0,2615155.5626714453,-101.4,-10.8,2.0
-98.0,170.0,2549.0,1897.0,403060.0,470360.0,11060650.0,713356.0,886993.5571279854,9246690.25019179,30.0,10.0,5.0,161.0,1690043.9067733393,-109.6,-12.0,4.0
-117.0,163.0,2349.0,2188.0,170880.0,499944.0,19429929.0,1433480.0,2346246.54592603,21491503.32933245,60.0,25.0,5.0,79.0,2787690.249190141,-108.8,-10.8,4.0
-110.0,163.0,2649.0,2520.0,351800.0,401060.0,11154842.0,600533.0,1162220.8825900948,8865944.181066245,15.0,10.0,5.0,117.0,1939878.7313577463,-108.4,-10.2,4.0
-113.0,162.0,2330.0,2231.0,710734.0,506277.0,45727666.0,2723686.0,5757856.371226293,49728581.87448578,60.0,60.0,5.0,160.0,4680991.32796431,-107.4,-11.8,4.0
-93.0,146.0,2238.0,1585.0,377260.0,423580.0,65718465.0,3831679.0,6784447.693080378,66264874.5895561,70.0,90.0,5.0,76.0,5738354.499967221,-107.4,-11.8,4.0
-117.0,132.0,2063.0,1975.0,355400.0,505692.0,62560129.0,5087197.0,7805228.409818869,66316648.82139734,20.0,100.0,5.0,116.0,5585813.639006948,-107.4,-11.8,4.0
-126.0,146.0,1959.0,1811.0,377260.0,188940.0,12232081.0,845261.0,1602243.085216977,11751779.249498198,5.0,15.0,5.0,80.0,3580614.5361659275,-106.0,-10.8,4.0
-127.0,146.0,2022.0,1975.0,347620.0,656373.0,4256996.0,356715.0,637235.9918622215,4061887.578023528,50.0,5.0,5.0,35.0,1766438.4894344308,-106.8,-11.8,4.0
-119.0,211.0,3303.0,3207.0,709894.0,375820.0,25271425.0,2517278.0,3129915.2634973587,23789616.457841758,10.0,20.0,30.0,44.0,4092274.417700118,-102.0,-11.8,2.0
-107.0,193.0,3138.0,2983.0,141100.0,425000.0,51727338.0,3331725.0,4698296.900552175,42408658.02301,100.0,40.0,27.0,53.0,6001102.59261689,-102.6,-11.2,2.0
-112.0,203.0,3061.0,2906.0,402600.0,400060.0,10600855.0,1057156.0,1690232.224415505,11630825.258718427,15.0,10.0,25.0,29.0,2259757.4235411324,-103.6,-11.4,2.0
-121.0,201.0,3546.0,3243.0,461460.0,638461.0,95492306.0,5542585.0,11799441.231025456,96962319.4323154,5.0,90.0,29.0,28.0,10339985.28695045,-101.6,-11.4,2.0
-98.0,153.0,2316.0,1536.0,167460.0,177140.0,79310619.0,7710619.0,5883725.894016068,76867024.77025601,100.0,100.0,5.0,91.0,5438468.115185848,-107.8,-10.8,4.0
-111.0,140.0,2135.0,2134.0,167460.0,696732.0,73750793.0,5437243.0,10255266.576688798,70335839.65905778,40.0,100.0,5.0,76.0,5851973.071905468,-107.0,-11.4,4.0
-110.0,165.0,2331.0,2115.0,380580.0,636817.0,70115714.0,5692570.0,9845309.127677942,74888385.66627915,5.0,90.0,5.0,116.0,5905566.212810879,-107.0,-10.6,4.0
-111.0,150.0,2030.0,1867.0,513280.0,514940.0,34323208.0,2451287.0,4817581.067774223,38617414.10306613,40.0,50.0,5.0,123.0,4608770.50820837,-107.4,-10.8,4.0
-97.0,158.0,2383.0,1678.0,376740.0,402900.0,87391076.0,5942369.0,7261728.020058688,79379019.04379378,80.0,100.0,5.0,160.0,4833641.506481775,-108.0,-11.4,4.0
-116.0,158.0,2240.0,2079.0,536560.0,370740.0,8687053.0,542264.0,1015761.761285014,8593982.703119427,30.0,10.0,5.0,105.0,2067766.5624778715,-108.2,-11.4,4.0
-118.0,158.0,2300.0,2276.0,137860.0,502842.0,12253754.0,851918.0,1183717.934856971,8593982.703119427,90.0,10.0,5.0,100.0,2125675.7040485386,-108.0,-10.8,4.0
-124.0,156.0,2294.0,2097.0,516280.0,146900.0,81106779.0,4268447.0,9171503.286449255,70803564.62993665,20.0,90.0,5.0,53.0,6291095.832568516,-106.4,-10.4,4.0
-124.0,185.0,2685.0,2432.0,339600.0,533358.0,24150207.0,1542581.0,2939744.6323740105,25991021.8054649,60.0,25.0,34.0,77.0,5921314.678268746,-100.0,-10.6,2.0
-118.0,168.0,2604.0,2346.0,286240.0,159380.0,69642444.0,6470363.0,7364839.272524147,63840552.93363927,5.0,70.0,33.0,37.0,8984057.622253468,-102.2,-11.6,2.0
-130.0,185.0,2735.0,2504.0,402700.0,641307.0,91065791.0,4831072.0,11029229.714346752,79820293.6709321,25.0,80.0,31.0,42.0,10312972.30807304,-101.6,-11.2,2.0
-125.0,177.0,2326.0,2193.0,177160.0,189680.0,8764193.0,693787.0,1122841.1245876856,10188538.023495458,80.0,10.0,29.0,41.0,3109290.979088593,-99.8,-11.2,2.0
-108.0,183.0,2706.0,2578.0,620317.0,502780.0,11084815.0,996570.0,1480452.501087549,10586406.166084023,15.0,10.0,34.0,60.0,2785704.66002712,-101.6,-10.6,2.0
-111.0,183.0,2573.0,2490.0,645854.0,185580.0,110844746.0,7416530.0,10713281.840252863,98166631.44245803,30.0,100.0,33.0,54.0,10857734.469655463,-102.0,-11.4,2.0
-118.0,197.0,2941.0,2855.0,728676.0,177260.0,59500344.0,4967784.0,6305329.753160271,54122601.845152326,50.0,50.0,34.0,65.0,8950101.643654987,-100.4,-12.0,2.0
-118.0,185.0,2824.0,2778.0,512980.0,645520.0,46577949.0,2682196.0,4421540.627724658,40958418.37651467,30.0,40.0,34.0,38.0,8596076.373004934,-99.2,-11.4,2.0
-112.0,168.0,2311.0,2150.0,403280.0,380200.0,68635946.0,6118625.0,8289036.367432686,63165188.45424252,30.0,70.0,24.0,84.0,10979030.83582281,-100.4,-12.0,2.0
-128.0,179.0,2628.0,2466.0,388800.0,124340.0,28975511.0,2734948.0,4249101.278303409,29879912.73148814,5.0,30.0,30.0,21.0,6183524.759070018,-101.0,-11.4,2.0
-124.0,175.0,2737.0,2698.0,646160.0,497760.0,46553096.0,3847373.0,4786698.4444833845,38499355.386328354,100.0,40.0,28.0,52.0,7666407.182952097,-100.6,-11.4,2.0
-123.0,193.0,2734.0,2730.0,711865.0,162000.0,107438726.0,9605049.0,11158242.735941064,103735722.7080198,40.0,100.0,35.0,62.0,12861883.45785531,-100.6,-11.6,2.0
-117.0,157.0,2452.0,2295.0,393760.0,387960.0,23908777.0,1377848.0,2763356.5080996216,21991861.64050046,30.0,25.0,31.0,33.0,5862475.780672239,-101.6,-11.0,2.0
-118.0,179.0,2600.0,2516.0,389660.0,645520.0,36965894.0,2760934.0,4736506.702425255,39510763.69485626,90.0,40.0,31.0,44.0,9835160.209344652,-99.0,-11.6,2.0
-117.0,171.0,2495.0,2361.0,533886.0,646279.0,71352152.0,6930593.0,8844315.903636158,64774823.16004343,25.0,70.0,30.0,45.0,11720822.209759984,-100.6,-11.2,2.0
-118.0,168.0,2631.0,2624.0,293300.0,178520.0,16393167.0,1356818.0,1871308.992501877,18941495.56832898,90.0,20.0,30.0,88.0,5259585.711321291,-101.2,-10.6,2.0
-117.0,132.0,2017.0,1815.0,394080.0,637376.0,6028975.0,572221.0,964444.5087359,6796664.882139639,100.0,10.0,1.0,126.0,1985616.4186574384,-110.4,-11.0,1.0
-109.0,125.0,1688.0,1590.0,471040.0,392260.0,31208036.0,2317071.0,3960826.423070864,36194011.75864273,80.0,60.0,1.0,281.0,2329242.0941470126,-112.2,-11.2,1.0
-106.0,121.0,1839.0,1799.0,288100.0,375380.0,34666406.0,2257161.0,3977974.329324649,29395422.588049844,5.0,50.0,1.0,223.0,1546966.4365993938,-113.6,-10.6,1.0
-106.0,123.0,1787.0,1679.0,143920.0,380780.0,2874832.0,276951.0,419431.0645976556,3243502.9564514,30.0,5.0,1.0,126.0,1162477.9203730489,-112.4,-11.2,1.0
-94.0,184.0,3060.0,2869.0,676368.0,422940.0,24973621.0,2473495.0,3180276.6930964747,25773901.54045914,100.0,25.0,31.0,59.0,4962728.949814629,-101.8,-11.0,3.0
-93.0,199.0,2731.0,2570.0,140060.0,403200.0,101997212.0,8808742.0,13204171.0845259,106285803.6761487,25.0,100.0,29.0,46.0,12616808.778806884,-100.6,-12.4,3.0
-97.0,209.0,3124.0,2844.0,285540.0,399520.0,49117344.0,3675496.0,5565148.917418034,46399423.02063276,50.0,40.0,37.0,43.0,7939585.990400228,-99.8,-11.4,3.0
-100.0,179.0,2735.0,2543.0,344400.0,422940.0,72177379.0,7158271.0,8086906.198108744,77146850.16025943,100.0,80.0,30.0,41.0,10285355.965534644,-101.4,-11.2,3.0
-123.0,191.0,2595.0,2439.0,165720.0,127000.0,5005584.0,446345.0,509665.808292279,5633534.0624570185,20.0,5.0,32.0,35.0,1881687.13973092,-101.0,-11.2,2.0
-115.0,180.0,2508.0,2494.0,697984.0,146160.0,91049463.0,7182656.0,12213305.997053526,96024004.2084909,40.0,100.0,28.0,17.0,12116148.668995088,-101.6,-10.8,2.0
-121.0,178.0,2120.0,2067.0,637414.0,526218.0,76275185.0,4249312.0,7678317.682986515,67104876.86645991,15.0,70.0,26.0,47.0,9042859.176344749,-102.6,-11.8,2.0
-117.0,174.0,2796.0,2787.0,148740.0,288940.0,9546656.0,748152.0,1414029.5455870703,10026488.776456073,10.0,10.0,30.0,53.0,3234305.679098702,-100.6,-11.4,2.0
-113.0,177.0,2564.0,2444.0,140880.0,676256.0,71287670.0,6357440.0,10914943.386925235,76284874.18081519,90.0,80.0,30.0,46.0,10015133.223203937,-101.6,-12.0,2.0
-114.0,176.0,2721.0,2589.0,138180.0,286080.0,5457592.0,525574.0,697212.8691916647,5158158.290421884,10.0,5.0,26.0,60.0,1546439.5456099263,-102.2,-11.2,2.0
-114.0,184.0,2881.0,2755.0,166340.0,497060.0,17711973.0,1723204.0,2811007.2763216514,20597360.60356927,5.0,20.0,24.0,68.0,3833741.297765974,-103.2,-11.2,2.0
-109.0,192.0,2949.0,2693.0,530970.0,639014.0,39295325.0,2891621.0,3779715.489131176,32014747.347127028,30.0,30.0,29.0,35.0,6066454.653426799,-100.8,-10.6,2.0
-99.0,158.0,2336.0,1920.0,498000.0,517900.0,37312738.0,3588359.0,3395810.737701168,40677009.521896325,90.0,50.0,5.0,151.0,4427296.939218188,-107.6,-11.0,4.0
-110.0,155.0,2298.0,2107.0,524262.0,526320.0,20245502.0,1349913.0,2947592.737927799,24371157.99550997,25.0,30.0,5.0,83.0,2967457.130566742,-109.0,-11.4,4.0
-110.0,156.0,2225.0,2155.0,158120.0,470340.0,39530623.0,2371353.0,5406726.79019172,40162110.66718878,15.0,50.0,5.0,149.0,5349505.963872765,-106.4,-11.0,4.0
-113.0,161.0,2530.0,2407.0,385320.0,620538.0,36552463.0,2431302.0,6802417.215280293,41449357.80395765,80.0,50.0,5.0,117.0,4524254.289738855,-107.4,-11.2,4.0
-113.0,119.0,2065.0,2058.0,380700.0,643404.0,17412939.0,1179910.0,2011844.1092383536,17674599.59711317,5.0,30.0,1.0,219.0,1946762.231062972,-112.2,-11.6,1.0
-126.0,147.0,2038.0,1861.0,460440.0,176740.0,14140765.0,1262536.0,2458665.6833334616,14770526.328402134,80.0,20.0,1.0,291.0,1900797.328180221,-112.2,-11.6,1.0
-117.0,127.0,1944.0,1888.0,512040.0,433720.0,33091510.0,2503116.0,6060009.9901197,36773115.94678102,90.0,60.0,1.0,69.0,1919892.0333764008,-112.6,-11.2,1.0
-123.0,132.0,2104.0,2089.0,382980.0,646166.0,45308786.0,3820540.0,5191004.84569729,44334159.24000491,30.0,70.0,1.0,211.0,2009142.430120972,-112.4,-11.6,1.0
-120.0,116.0,1929.0,1830.0,501260.0,378820.0,40605647.0,3946991.0,3821846.9664659416,33588042.91202045,50.0,60.0,1.0,162.0,1884165.5265807812,-113.4,-12.2,1.0
-113.0,121.0,1811.0,1654.0,133100.0,373720.0,18639813.0,1668284.0,2755630.260361924,17971651.6911823,50.0,30.0,1.0,176.0,2669260.8157032514,-110.6,-10.6,1.0
-109.0,119.0,1558.0,1456.0,507680.0,390220.0,3561309.0,195562.0,376891.80585669534,3138023.1855098912,40.0,5.0,1.0,274.0,999167.2159204066,-113.4,-11.4,1.0
-114.0,117.0,1441.0,1332.0,347140.0,513820.0,47859749.0,3595997.0,6780174.530523015,50046435.61756244,15.0,90.0,1.0,194.0,2046714.101739304,-112.8,-10.8,1.0
-95.0,161.0,2553.0,1569.0,532580.0,638923.0,66462759.0,6090809.0,5088212.34413478,65227276.71910144,25.0,80.0,5.0,134.0,6303906.359462537,-106.2,-11.6,4.0
-111.0,161.0,2404.0,2403.0,505683.0,172880.0,18285943.0,1460173.0,1957412.6001491095,17111819.17977508,25.0,20.0,5.0,104.0,3446833.1918326514,-106.8,-10.8,4.0
-117.0,160.0,2304.0,2205.0,642078.0,402560.0,62983139.0,4014719.0,7774725.911189986,64822138.35438652,15.0,80.0,5.0,96.0,5590388.465782279,-107.0,-11.2,4.0
-111.0,148.0,1966.0,1920.0,148900.0,634882.0,58907890.0,5789728.0,8893996.274661807,59960477.97780753,70.0,80.0,5.0,111.0,5559041.667225666,-107.2,-11.6,4.0
-98.0,153.0,2463.0,1671.0,507870.0,524580.0,77360115.0,6381295.0,8843762.646256287,76867024.77025601,15.0,100.0,5.0,134.0,6252548.68985096,-106.6,-11.4,4.0
-120.0,146.0,2228.0,2208.0,148120.0,642122.0,7683504.0,626554.0,842710.1359621747,7941275.156047066,40.0,10.0,5.0,107.0,2364489.547527734,-107.4,-12.0,4.0
-111.0,134.0,2066.0,1866.0,286040.0,694990.0,47947481.0,3659842.0,5518347.702887164,54288540.87179871,80.0,80.0,5.0,180.0,5027630.933959989,-107.8,-11.6,4.0
-113.0,136.0,2075.0,2033.0,164260.0,527280.0,54773829.0,4097614.0,7803811.57623344,55098817.60122854,90.0,80.0,5.0,124.0,4364723.543150203,-108.4,-10.8,4.0
-97.0,184.0,2967.0,2920.0,339200.0,469180.0,112561175.0,7385748.0,13158570.061220186,88761526.24649768,5.0,90.0,29.0,21.0,13936146.501297984,-99.0,-11.4,3.0
-91.0,210.0,3377.0,3178.0,531066.0,431540.0,101373870.0,9123864.0,14028127.868439598,101303915.82480712,20.0,90.0,29.0,49.0,11160678.713819014,-101.2,-11.4,3.0
-100.0,201.0,2845.0,2595.0,644712.0,470780.0,17103102.0,1538109.0,2039827.7069225209,17236841.263984222,15.0,15.0,35.0,31.0,3424238.107174819,-102.2,-11.8,3.0
-103.0,187.0,3017.0,2810.0,516900.0,469180.0,37905981.0,2167493.0,4573972.495705711,41232377.03901811,90.0,40.0,30.0,75.0,6638377.511003969,-101.8,-11.0,3.0
-96.0,149.0,2420.0,1224.0,500420.0,523400.0,28484576.0,2234256.0,3008760.7678908133,30927808.17126088,15.0,40.0,5.0,63.0,4891464.291992668,-107.0,-11.6,4.0
-125.0,144.0,2289.0,2214.0,632392.0,175220.0,11513590.0,900219.0,1261721.535181305,11590795.97210781,60.0,15.0,5.0,56.0,3404329.690066872,-106.6,-11.4,4.0
-114.0,129.0,2113.0,1941.0,500420.0,497800.0,27170242.0,1488929.0,3494117.00377861,26776424.52411177,20.0,40.0,5.0,52.0,6397419.78468908,-105.0,-10.8,4.0
-106.0,147.0,2147.0,1946.0,701804.0,470480.0,21463484.0,1615890.0,2158275.619532047,19381907.91050227,70.0,25.0,5.0,110.0,4354197.896501496,-106.6,-10.8,4.0
-101.0,163.0,2533.0,1840.0,163820.0,172020.0,38821134.0,3704211.0,5143064.990265365,41964256.6586652,70.0,50.0,5.0,45.0,4621036.520395861,-107.2,-12.0,4.0
-111.0,169.0,2265.0,2099.0,142800.0,286340.0,51679677.0,2953123.0,5695585.467888335,43508953.22278784,20.0,50.0,5.0,153.0,3770235.112285245,-108.4,-11.4,4.0
-113.0,167.0,2484.0,2354.0,376720.0,501642.0,26174227.0,2566104.0,2987015.4692234043,26257957.324194614,40.0,30.0,5.0,157.0,3439221.93521721,-108.0,-11.4,4.0
-112.0,147.0,2436.0,2408.0,339200.0,430440.0,15315844.0,907920.0,1882561.504180517,15623834.9032729,50.0,20.0,5.0,72.0,3429796.782289794,-106.6,-11.8,4.0
-113.0,124.0,1770.0,1690.0,353460.0,643706.0,6372730.0,377186.0,891412.8364441418,6384745.7983736,80.0,10.0,1.0,160.0,1507472.439227874,-112.2,-11.4,1.0
-117.0,123.0,1939.0,1828.0,715938.0,649204.0,14371795.0,1241719.0,2295940.4643425606,15325023.670785112,5.0,25.0,1.0,132.0,1811311.8484659004,-112.4,-10.8,1.0
-112.0,132.0,1906.0,1786.0,620391.0,402780.0,40251188.0,3004446.0,4463861.808945581,38220876.41712672,15.0,60.0,1.0,124.0,1971932.1042939636,-112.6,-11.8,1.0
