ULMeanNL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,ArfcnDL,NbrPktDL,NbrPktLossDL,UpOctUL,UpOctDL,BsChannelBwUL,BsChannelBwDL,MaxTxPower,RetTilt,TransRatePeak_mean,RSRP_mean,RSRQ_mean,Label
-120.0,192.0,2982.0,2901.0,138140.0,151860.0,23023177.0,1815014.0,2784345.5721131195,25315145.02596215,60.0,25.0,5.0,157.0,2505140.933133642,-109.2,-10.2,4.0
-115.0,180.0,2642.0,2435.0,706802.0,498380.0,22703822.0,1700669.0,2811638.121655372,19131226.4121709,60.0,20.0,5.0,154.0,2370636.7623725533,-109.0,-11.6,4.0
-106.0,155.0,2141.0,1988.0,290160.0,471420.0,8426492.0,627341.0,974931.0257729283,8430805.816351337,20.0,10.0,5.0,151.0,1582071.3912274062,-109.6,-11.0,4.0
-116.0,151.0,2245.0,2028.0,507160.0,375800.0,37615212.0,2249889.0,5094917.306149596,38874863.5304199,15.0,50.0,5.0,100.0,5408506.803478879,-106.6,-11.6,0.0
-123.0,138.0,1814.0,1706.0,461660.0,159720.0,69959892.0,3930086.0,9321645.187220817,55909094.330658376,50.0,80.0,5.0,55.0,6906802.961002855,-106.2,-11.4,0.0
-130.0,154.0,2677.0,2549.0,528597.0,636760.0,48362154.0,3240931.0,5300381.335591026,47272849.43623957,90.0,60.0,5.0,90.0,5700465.319451902,-106.6,-11.8,0.0
-125.0,145.0,2031.0,1887.0,620746.0,153160.0,4383803.0,224299.0,528379.644761682,4034066.4302288457,80.0,5.0,5.0,95.0,1942244.415392783,-104.8,-10.6,0.0
-114.0,141.0,2000.0,1883.0,379320.0,425240.0,67331479.0,5121573.0,9825236.148714228,63995529.56936582,15.0,90.0,5.0,76.0,6115486.609812725,-107.0,-11.6,0.0
-109.0,146.0,2197.0,2081.0,506960.0,497700.0,78332322.0,7571161.0,7885445.241777775,73350232.78730312,40.0,100.0,5.0,154.0,5604610.581476888,-107.4,-11.8,0.0
-108.0,136.0,1900.0,1800.0,371060.0,431620.0,3676012.0,316138.0,483422.26361893903,3783676.100076711,70.0,5.0,5.0,41.0,1771870.1404364475,-106.0,-10.6,0.0
-111.0,128.0,1791.0,1755.0,346500.0,474480.0,16601788.0,1065874.0,1865345.644066381,16876763.350641433,30.0,25.0,5.0,159.0,3941561.9069872154,-106.8,-11.2,0.0
-113.0,146.0,2203.0,2048.0,655576.0,286200.0,11301215.0,908937.0,1306122.9438393035,11751779.249498198,90.0,15.0,5.0,112.0,3954889.628992145,-104.6,-11.2,0.0
-108.0,156.0,2424.0,2275.0,731397.0,188240.0,21524302.0,1724497.0,4437664.246123033,24528391.272900358,100.0,30.0,5.0,106.0,5294679.954239271,-105.2,-11.8,0.0
-107.0,146.0,2042.0,1966.0,474660.0,173940.0,42780620.0,2769910.0,5916944.250644611,44817116.99799336,30.0,60.0,5.0,147.0,5047960.335692494,-107.2,-11.2,0.0
-107.0,140.0,2173.0,2026.0,286020.0,127280.0,65293682.0,3732865.0,7170943.05134507,70335839.65905778,25.0,100.0,5.0,95.0,6098319.427394131,-107.2,-10.6,0.0
-111.0,141.0,2050.0,1913.0,638075.0,286040.0,46839448.0,3202113.0,5456169.90974626,50221621.61161401,15.0,70.0,5.0,98.0,5603303.199788836,-106.8,-11.2,0.0
-111.0,140.0,1945.0,1880.0,719940.0,402560.0,18813454.0,1085876.0,2738647.888817605,18458959.91476407,5.0,25.0,5.0,68.0,4048378.9469016283,-106.6,-11.6,0.0
-117.0,145.0,2270.0,2163.0,177680.0,516980.0,66357979.0,6200842.0,8619499.743447382,65811005.58551805,20.0,90.0,5.0,65.0,7413908.5428207265,-106.0,-11.0,0.0
-126.0,135.0,2007.0,1830.0,510940.0,174980.0,23051472.0,1620208.0,2641217.039796474,21226492.447702233,15.0,30.0,5.0,58.0,3806271.784494818,-107.6,-10.8,0.0
-118.0,150.0,2285.0,2116.0,534582.0,637625.0,79316109.0,5060490.0,10001074.769796284,75359828.20613334,60.0,100.0,5.0,137.0,5950299.539768139,-107.2,-11.2,0.0
-110.0,149.0,2151.0,1958.0,660258.0,668384.0,23628309.0,2158715.0,2625906.9813442416,23427758.33116765,70.0,30.0,5.0,152.0,3809314.9173551104,-108.0,-11.8,0.0
-113.0,150.0,2302.0,2171.0,343200.0,497680.0,4227387.0,306419.0,563528.8287583243,4173172.169202254,10.0,5.0,5.0,169.0,1576674.5381322708,-107.4,-11.0,0.0
-116.0,149.0,2278.0,2165.0,165860.0,641808.0,80322997.0,7879407.0,10382943.923085243,74857429.35142578,40.0,100.0,5.0,105.0,8805793.41215836,-105.0,-11.0,0.0
-115.0,145.0,2284.0,2195.0,625810.0,382700.0,36933797.0,2881565.0,3449431.6281230366,30097531.44183106,25.0,40.0,5.0,168.0,4666504.135334618,-107.0,-11.2,0.0
-114.0,148.0,2299.0,2213.0,165100.0,518832.0,18373207.0,1674265.0,3069069.230849159,19513757.62417916,100.0,25.0,5.0,114.0,3358867.2348092897,-108.0,-10.4,0.0
-126.0,151.0,2357.0,2135.0,638250.0,730520.0,3974344.0,265328.0,483802.9340715792,4200993.316996936,5.0,5.0,5.0,60.0,1560819.2788832835,-107.6,-11.6,0.0
-135.0,155.0,2506.0,2325.0,373720.0,156820.0,8168289.0,488768.0,1006259.4792750959,8430805.816351337,80.0,10.0,5.0,110.0,2162858.710250992,-108.2,-11.8,0.0
-118.0,175.0,2753.0,2562.0,176960.0,189020.0,65970446.0,6134350.0,6225841.31876357,57047716.51820039,60.0,60.0,29.0,38.0,8642027.785310118,-101.8,-11.8,2.0
-119.0,198.0,2945.0,2678.0,177240.0,431580.0,28794033.0,2507862.0,3757567.2594254366,32898233.803562295,80.0,30.0,26.0,81.0,5477406.309013175,-102.4,-10.6,2.0
-119.0,182.0,2425.0,2396.0,384100.0,731318.0,14276142.0,719304.0,1972389.5013989774,15593216.974721469,5.0,15.0,34.0,53.0,4141113.59401747,-100.0,-11.2,2.0
-114.0,169.0,2310.0,2222.0,293340.0,498780.0,38600859.0,3074562.0,6566737.470739322,37263485.13151904,60.0,40.0,30.0,59.0,7388107.038427579,-101.0,-10.8,2.0
-115.0,193.0,2933.0,2732.0,166560.0,375940.0,30203785.0,2144117.0,3227443.099622827,27114957.883539062,5.0,25.0,34.0,21.0,5054566.23237129,-102.0,-11.2,2.0
-121.0,195.0,3133.0,3101.0,670472.0,635158.0,25131210.0,2384355.0,3614556.039896817,27342644.234170668,20.0,25.0,32.0,69.0,5056920.8273220835,-102.0,-10.8,2.0
-117.0,194.0,2904.0,2786.0,469900.0,288540.0,10033565.0,943194.0,1331693.0057342735,11190430.38659512,50.0,10.0,31.0,49.0,2607433.7689458085,-102.6,-11.4,2.0
-114.0,191.0,2939.0,2730.0,726560.0,404060.0,16007163.0,1510769.0,2225152.1057484765,16299642.686352601,60.0,15.0,30.0,78.0,3873482.1624160567,-101.0,-11.0,2.0
-117.0,187.0,3127.0,3121.0,158540.0,173060.0,79039109.0,5422157.0,10007009.57216609,80594754.07803638,30.0,80.0,30.0,66.0,11988002.831817169,-100.2,-11.2,2.0
-111.0,198.0,2892.0,2735.0,640386.0,391860.0,65756628.0,5484660.0,5215735.9920377275,54289100.59862358,25.0,50.0,32.0,32.0,8268926.654225146,-101.2,-10.4,2.0
-112.0,194.0,2736.0,2557.0,537432.0,388320.0,41186861.0,2977127.0,5080021.336420617,42341799.79538347,40.0,40.0,22.0,45.0,6738845.631338236,-102.0,-10.8,2.0
-119.0,193.0,2843.0,2833.0,702023.0,651200.0,66437469.0,5131945.0,9294629.927569056,63247656.61804941,5.0,60.0,34.0,22.0,8813834.162719619,-101.6,-11.6,2.0
-99.0,155.0,2207.0,2005.0,497960.0,470980.0,80802616.0,4278840.0,8654082.559954168,74771937.87069097,10.0,90.0,29.0,22.0,13478391.905359495,-100.6,-11.6,3.0
-96.0,171.0,2606.0,2373.0,727916.0,378760.0,22130583.0,1650544.0,3191044.0397327836,23817318.18742362,100.0,25.0,26.0,61.0,5667733.738562846,-102.0,-11.2,3.0
-100.0,176.0,2638.0,2604.0,512520.0,396100.0,58756428.0,5726651.0,7771313.686223709,57438264.14236782,60.0,60.0,30.0,36.0,12897666.458820298,-98.8,-10.8,3.0
-97.0,163.0,2575.0,2526.0,165540.0,431640.0,63566893.0,5152941.0,8476332.284025071,61940536.47728095,15.0,70.0,33.0,17.0,12764179.33540431,-99.8,-10.8,3.0
-97.0,167.0,2437.0,2269.0,514500.0,431640.0,24886858.0,1369943.0,3552151.8129699733,27989873.459104247,70.0,30.0,34.0,17.0,7664411.238389159,-99.8,-12.0,3.0
-92.0,172.0,2319.0,2099.0,141580.0,378760.0,97198903.0,6136441.0,10936977.941301305,91865116.74521396,20.0,100.0,29.0,73.0,13371404.022268694,-101.0,-11.2,3.0
-101.0,180.0,2749.0,2522.0,172220.0,389700.0,51427260.0,4984408.0,6841829.318416999,49016722.49983927,40.0,50.0,26.0,81.0,10376663.432376914,-100.0,-11.6,3.0
-99.0,167.0,2688.0,2567.0,178900.0,427880.0,4847940.0,433843.0,489942.28853595955,4894388.832388946,10.0,5.0,26.0,33.0,1868423.7781209021,-102.0,-11.4,3.0
-94.0,183.0,2701.0,2633.0,134520.0,427880.0,55032142.0,3566752.0,6666307.476350846,50013855.710389875,40.0,50.0,29.0,74.0,10408383.221047908,-100.0,-11.2,3.0
-101.0,161.0,2599.0,2348.0,462420.0,476380.0,43310578.0,2539411.0,6477508.617982887,52542957.5393251,50.0,60.0,30.0,90.0,10628264.418819653,-100.8,-11.8,3.0
-94.0,186.0,2558.0,2441.0,370120.0,427880.0,39255752.0,2628475.0,5092989.732577363,40819883.728112355,70.0,40.0,26.0,50.0,8731390.201564986,-100.4,-10.6,3.0
-95.0,170.0,2231.0,2083.0,646370.0,378760.0,58786274.0,5281119.0,6760848.220140629,55353233.51737332,40.0,60.0,28.0,18.0,10352744.416817034,-101.0,-10.8,3.0
-120.0,156.0,2346.0,2260.0,158480.0,149100.0,19158109.0,1163946.0,2106738.1787249134,16580396.223881444,5.0,20.0,5.0,152.0,2501197.5029472313,-108.8,-10.6,0.0
-114.0,161.0,2689.0,2646.0,344660.0,431280.0,8014243.0,599596.0,999274.9895988805,8757159.589887518,5.0,10.0,5.0,89.0,1994891.671787743,-107.8,-11.0,0.0
-112.0,169.0,2387.0,2212.0,510480.0,374600.0,21489203.0,1549033.0,2867470.3837456186,22282601.61139377,50.0,25.0,5.0,167.0,2769062.1403674693,-108.8,-11.0,0.0
-116.0,165.0,2143.0,2019.0,168640.0,176720.0,20745463.0,1081970.0,2821657.780696802,21755202.75668622,100.0,25.0,5.0,64.0,2746956.0815060325,-108.8,-11.6,0.0
-111.0,168.0,2233.0,2010.0,656790.0,391480.0,91101356.0,5229364.0,9602979.779744014,84403007.59086934,5.0,100.0,5.0,57.0,7103996.908226614,-105.6,-12.2,0.0
-108.0,158.0,2383.0,2331.0,285820.0,401400.0,10509271.0,823028.0,1445394.2030223142,12717678.913840516,70.0,15.0,5.0,182.0,2348098.6864259527,-108.2,-11.8,0.0
-111.0,164.0,2516.0,2301.0,503440.0,295680.0,8734399.0,739886.0,933452.6834766342,8920336.476655608,90.0,10.0,5.0,111.0,1640035.0645848333,-109.6,-11.4,0.0
-111.0,171.0,2310.0,2163.0,290780.0,403340.0,79981493.0,4761990.0,10213276.154369736,85910204.15499201,40.0,100.0,5.0,113.0,4036810.064708295,-109.0,-10.6,0.0
-109.0,167.0,2350.0,2317.0,518460.0,526353.0,35772265.0,1996334.0,5438745.46129901,34664053.45369508,10.0,40.0,5.0,64.0,3805980.4890268645,-107.8,-11.4,0.0
-106.0,153.0,2332.0,2147.0,404540.0,497860.0,12583878.0,680381.0,1547676.890299834,12315220.72036455,40.0,15.0,5.0,133.0,2188268.151608921,-108.8,-11.0,0.0
-107.0,164.0,2699.0,2545.0,380620.0,521400.0,28936950.0,1809074.0,4627637.441575925,34041345.906622715,30.0,40.0,5.0,68.0,3187312.867710148,-109.0,-11.0,0.0
-108.0,177.0,2864.0,2792.0,180580.0,471160.0,86755599.0,4744300.0,8986985.036529776,80334813.71473582,30.0,90.0,5.0,116.0,4123858.369139062,-108.6,-11.4,0.0
-94.0,203.0,2896.0,2716.0,340160.0,404660.0,89713865.0,8660507.0,10500565.147207193,87391275.42461397,50.0,80.0,29.0,21.0,11535030.811831327,-100.8,-12.0,3.0
-97.0,186.0,2646.0,2451.0,163560.0,435380.0,47108538.0,3349225.0,6454986.55855389,50998852.07749488,5.0,50.0,32.0,32.0,7744152.179228216,-102.2,-11.4,3.0
-93.0,181.0,2926.0,2904.0,167280.0,435380.0,26923703.0,1386295.0,3353229.687356778,25210143.812419154,40.0,25.0,26.0,71.0,5704204.281273953,-101.0,-10.4,3.0
-93.0,178.0,2799.0,2710.0,167480.0,401500.0,21028692.0,1597342.0,2133833.0259729004,20149320.19194488,70.0,20.0,34.0,32.0,5878359.557774409,-98.4,-11.0,3.0
-94.0,166.0,2357.0,2344.0,503880.0,424540.0,64150037.0,4958675.0,7759087.626989372,62809781.28815061,70.0,70.0,29.0,61.0,9501138.639147338,-102.0,-11.0,3.0
-97.0,174.0,2533.0,2318.0,372040.0,401500.0,57419064.0,4644632.0,8111321.920228698,65759680.50337873,5.0,70.0,28.0,18.0,11501651.50402182,-100.2,-11.4,3.0
-101.0,183.0,2310.0,2260.0,141540.0,435380.0,46114652.0,3009593.0,5582804.706559014,40435596.16459208,60.0,40.0,32.0,56.0,7796331.745628148,-100.8,-11.4,3.0
-100.0,199.0,2710.0,2574.0,640589.0,404660.0,23457256.0,1747196.0,3275480.2566968803,27783717.8298467,50.0,25.0,28.0,83.0,5249018.086766191,-102.0,-10.8,3.0
-100.0,196.0,2962.0,2832.0,285760.0,435380.0,5802917.0,336832.0,749504.2719931733,5757409.754085961,90.0,5.0,28.0,15.0,1661320.4523667176,-102.4,-11.0,3.0
-97.0,181.0,2953.0,2945.0,137080.0,390200.0,22047430.0,2171843.0,3201449.3862507483,25299253.09721463,10.0,25.0,29.0,51.0,5546208.255553485,-101.4,-10.6,3.0
-94.0,191.0,3366.0,3185.0,354500.0,401500.0,19966897.0,1866297.0,3491842.208282741,21380955.843922447,15.0,20.0,24.0,17.0,4615567.550966353,-101.8,-11.0,3.0
-94.0,191.0,2725.0,2474.0,505476.0,401500.0,43957738.0,4336187.0,4992739.431746722,42067644.35000305,20.0,40.0,29.0,61.0,7946603.400475708,-100.6,-12.4,3.0
-132.0,134.0,1991.0,1942.0,182200.0,646968.0,10387826.0,1012639.0,1435412.1317197103,10785879.58515588,10.0,15.0,5.0,47.0,3342096.748557789,-106.6,-12.6,0.0
-134.0,145.0,2010.0,1893.0,132720.0,128600.0,11026247.0,868612.0,1404454.2440649748,11671287.610803004,15.0,15.0,5.0,98.0,3546775.916580616,-106.2,-11.2,0.0
-136.0,155.0,2457.0,2268.0,639552.0,720620.0,20099641.0,1225844.0,2440218.6015061243,20436705.61991736,60.0,25.0,5.0,85.0,3675270.8867863766,-107.6,-11.0,0.0
-133.0,144.0,2301.0,2170.0,526284.0,147140.0,51874755.0,3295558.0,5345994.937235044,44203183.88843181,50.0,60.0,5.0,147.0,5955293.172217628,-106.6,-10.6,0.0
-122.0,153.0,2419.0,2406.0,507920.0,653520.0,71796949.0,6170484.0,8023921.938645289,69441957.61782248,10.0,90.0,5.0,131.0,5965963.006278318,-107.0,-11.0,0.0
-118.0,143.0,2140.0,2025.0,377260.0,520497.0,11837009.0,631909.0,1705731.680506967,11510304.333412617,60.0,15.0,5.0,61.0,3263445.348052951,-106.8,-11.0,0.0
-122.0,147.0,2106.0,2100.0,641265.0,154860.0,77035616.0,5903306.0,12200747.134702478,73852631.64201067,25.0,100.0,5.0,143.0,6134241.815566805,-106.8,-11.2,0.0
-115.0,138.0,2181.0,2129.0,643644.0,422440.0,59445523.0,4690151.0,7700479.232382394,55909094.330658376,5.0,80.0,5.0,152.0,7701042.593266362,-105.4,-11.2,0.0
-111.0,145.0,2305.0,2273.0,498680.0,301680.0,7146540.0,483550.0,857245.9058645773,7886882.860457703,5.0,10.0,5.0,117.0,2598447.0809756787,-107.0,-11.0,0.0
-111.0,138.0,2025.0,1950.0,353140.0,403940.0,73731571.0,5792627.0,7939541.303082844,62633922.557251655,25.0,90.0,5.0,131.0,5499120.870942685,-107.4,-11.4,0.0
-117.0,138.0,2159.0,1955.0,661302.0,289740.0,53454896.0,5238713.0,5210142.794086038,49153076.47094137,90.0,70.0,5.0,123.0,6751604.408124706,-106.0,-12.2,0.0
-123.0,143.0,2143.0,2117.0,526836.0,637410.0,33761627.0,3246737.0,6984346.820768995,36815268.11158971,40.0,50.0,5.0,148.0,4789714.510514331,-107.4,-11.0,0.0
-94.0,161.0,2368.0,2285.0,515080.0,402020.0,62670948.0,3252515.0,5808433.308922548,52483899.19674436,25.0,60.0,29.0,62.0,10068763.238782182,-101.0,-11.0,3.0
-94.0,170.0,2419.0,2377.0,498020.0,402020.0,24186730.0,2007467.0,3451291.3982571126,23837177.024661608,5.0,25.0,32.0,48.0,6509644.159925138,-99.8,-11.4,3.0
-99.0,180.0,2795.0,2582.0,624881.0,402020.0,82716652.0,4417632.0,9351538.047433022,77825344.49273139,100.0,80.0,33.0,84.0,11657267.817024745,-101.0,-10.6,3.0
-94.0,177.0,2948.0,2684.0,340760.0,433900.0,21437986.0,1633438.0,2485569.3945217044,19888957.17635431,10.0,20.0,27.0,66.0,5185015.652838549,-100.8,-11.8,3.0
-97.0,194.0,3359.0,3182.0,644886.0,433900.0,63492260.0,3416282.0,7380953.265396359,63448106.24940866,20.0,60.0,32.0,18.0,12212949.079828557,-99.0,-11.2,3.0
-97.0,175.0,2543.0,2359.0,292340.0,402020.0,5018355.0,372632.0,714200.494351056,5161614.978690986,20.0,5.0,32.0,19.0,1922838.279009115,-100.6,-11.4,3.0
-93.0,176.0,2240.0,2072.0,285880.0,433900.0,76830335.0,6663567.0,8444598.922573661,85183527.08281906,100.0,90.0,32.0,25.0,13213794.27753393,-100.4,-10.6,3.0
-95.0,173.0,2431.0,2236.0,643045.0,402020.0,5298282.0,274072.0,639777.4343109055,5081795.34416771,50.0,5.0,28.0,33.0,2024723.7179538694,-99.6,-11.2,3.0
-88.0,194.0,2875.0,2782.0,461480.0,402020.0,105977248.0,7091783.0,13900934.119215887,103959702.18316157,70.0,100.0,32.0,27.0,15943019.386884337,-99.2,-11.0,3.0
-94.0,172.0,2603.0,2548.0,391320.0,433900.0,82302367.0,7973308.0,8018979.132540331,82874769.6051183,5.0,90.0,28.0,47.0,11803833.891564671,-101.4,-11.0,3.0
-95.0,173.0,2544.0,2522.0,381460.0,402020.0,65507292.0,4480114.0,6414673.787730531,65219908.41515485,20.0,70.0,26.0,65.0,10867271.263155578,-101.0,-10.8,3.0
-94.0,172.0,2565.0,2370.0,402680.0,402020.0,71049911.0,6939632.0,9163156.019888952,74129934.23220459,40.0,80.0,30.0,70.0,15040872.663118798,-98.6,-11.8,3.0
-110.0,158.0,2527.0,2281.0,623641.0,621888.0,5093171.0,421132.0,503816.3455766246,4395741.351559708,60.0,5.0,5.0,180.0,1074164.0497169953,-110.0,-11.4,0.0
-117.0,186.0,2622.0,2594.0,144300.0,529842.0,17761680.0,1632830.0,3016838.8451041076,19768933.95924326,5.0,20.0,5.0,149.0,2853290.091827962,-107.8,-12.2,0.0
-129.0,151.0,2134.0,2018.0,165880.0,148020.0,21574313.0,2113600.0,2186649.8887654524,19909306.765209816,30.0,25.0,5.0,92.0,2862315.149204343,-108.4,-11.2,0.0
-131.0,165.0,2653.0,2391.0,292160.0,668924.0,81062900.0,4490479.0,9299145.228766,82895811.02674668,5.0,100.0,5.0,165.0,5323789.535985383,-107.4,-11.4,0.0
-120.0,153.0,2687.0,2496.0,508400.0,185440.0,68531357.0,5406909.0,7382764.536197038,69441957.61782248,5.0,90.0,5.0,111.0,3577797.7533694906,-109.4,-11.2,0.0
-117.0,166.0,2551.0,2487.0,637580.0,286180.0,11152845.0,612689.0,1433530.9341167924,9029121.067834334,15.0,10.0,5.0,25.0,2159675.344194343,-107.0,-11.4,0.0
-117.0,188.0,2730.0,2695.0,294840.0,635145.0,44994314.0,4265838.0,5016738.21922951,48400492.34250955,30.0,50.0,5.0,120.0,3007071.416954979,-109.6,-11.4,0.0
-109.0,165.0,2285.0,2126.0,347720.0,530457.0,55675167.0,3977855.0,5949570.572801479,50649481.53882811,60.0,60.0,5.0,104.0,3222313.4690151387,-109.4,-11.4,0.0
-113.0,154.0,2110.0,1990.0,286340.0,471520.0,52511269.0,2990683.0,6200226.476657852,54851983.887862116,70.0,70.0,5.0,111.0,4789007.507705081,-107.4,-11.8,0.0
-120.0,178.0,2570.0,2539.0,653332.0,724668.0,57889200.0,3976158.0,9340728.634883411,72114628.919255,80.0,80.0,5.0,167.0,4964467.966316487,-107.6,-11.2,0.0
-120.0,154.0,2269.0,2190.0,176160.0,404720.0,31246277.0,2252143.0,3511541.3494856637,31965654.083048157,10.0,40.0,5.0,76.0,3230562.370590171,-108.8,-12.2,0.0
