ULMeanNL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,ArfcnDL,NbrPktDL,NbrPktLossDL,UpOctUL,UpOctDL,BsChannelBwUL,BsChannelBwDL,MaxTxPower,RetTilt,TransRatePeak,RSRP,RSRQ,Label
-115,11,167,158,515289,178120,168079,14784,17442.675272823213,149470.86725871958,25,30,250,1111,495,-96,-12,0
-110,11,145,143,371880,374360,247397,14607,36032.583270912204,237270.89626918358,10,50,218,1677,486,-97,-12,0
-111,12,176,165,461460,382480,96184,4874,12094.984162477751,84180.79281077396,20,15,243,2101,482,-95,-11,0
-120,9,134,127,380520,152340,110009,9925,13557.058989219131,115587.02178604262,15,25,216,1601,481,-98,-12,0
-103,9,135,103,403440,478160,70605,4256,6006.727499590629,79744.09904654598,30,20,255,1585,486,-96,-12,4
-94,10,149,20,285640,295540,212330,14320,16760.69536576326,200568.16941316458,15,40,251,1858,508,-96,-11,4
-93,8,114,43,285640,295540,123350,9675,10274.13473502176,145655.74610175935,20,40,221,1973,497,-96,-12,4
-121,11,170,158,180860,643638,342357,21285,42365.4671353163,345957.2362638775,20,70,218,1885,484,-97,-12,0
-102,11,174,90,355420,397760,24667,1587,2034.526926162329,25443.369552731496,100,5,227,2219,490,-96,-12,4
-100,13,205,121,534162,643121,113921,5943,8459.63187395879,132530.51380196828,70,25,266,2809,509,-93,-11,4
-91,9,123,108,165800,174600,357690,34536,25928.63880485459,351766.08775331476,90,90,238,1834,483,-96,-12,4
-97,7,109,74,339940,382480,212467,17208,15294.24266187321,191319.6029271807,50,60,242,2006,495,-96,-11,4

-105,8,120,117,522560,152340,69490,3900,10074.119622490029,75555.79729477476,90,20,229,1645,492,-96,-12,0
-102,8,124,101,142400,146160,339498,29557,26619.142521135367,341622.31089583476,40,90,241,2662,518,-93,-10,4
-96,9,129,84,394120,471980,369074,26840,27951.632096396064,389310.71451720985,100,90,241,2025,501,-95,-12,4
-96,7,105,76,135480,127120,278710,25571,20279.663393134604,302371.9047842666,90,90,261,2883,507,-94,-11,4
-97,7,94,27,380520,432200,239143,19019,14475.602302100498,216593.2832081533,90,70,227,2933,479,-97,-12,4
-96,12,176,55,168440,174980,355078,18776,22271.7466535444,318759.5000784781,5,60,251,1764,496,-97,-12,4
-123,11,155,149,534162,152340,68680,6005,10792.33099088007,71174.90965518168,20,15,223,755,484,-97,-12,0
-94,12,195,156,461460,496720,96857,6942,5935.767382919498,86464.2422096694,70,15,221,2455,486,-97,-12,4
-98,12,161,31,387580,436780,428574,29204,28008.06286372337,397377.95034949225,25,80,229,2392,482,-97,-12,4
-97,8,119,43,461460,496720,69671,4761,4109.868850862107,57430.275386298046,60,15,259,1898,524,-92,-11,4
-90,13,189,90,470040,508080,445653,43278,37491.94576406844,497243.78489894746,5,90,236,1388,487,-96,-12,4
-124,10,159,148,501500,146160,165549,8716,14925.125626890851,139128.350774193,20,30,232,3393,507,-96,-11,0
-125,8,124,114,515289,155460,163505,8642,20796.72701776365,149781.06154485393,15,40,231,3051,489,-96,-12,0
-125,9,118,110,620941,531060,308167,27329,40580.026768926014,340446.755601265,50,90,221,2169,516,-94,-11,0
-88,12,161,22,135480,127120,122214,7576,9160.734054990678,115053.65165661521,70,20,209,2178,488,-96,-12,4
-119,9,135,130,533304,285660,79732,6945,8335.233089569936,80166.86121231032,20,20,258,2338,498,-94,-11,0
-115,12,171,165,371880,643638,476480,26656,50072.35395775255,465118.18663757795,10,80,238,947,485,-97,-12,0
-106,11,166,163,371880,628698,57388,5378,7417.726190406817,55544.91116671879,40,10,247,2071,487,-97,-12,0

-117,10,155,148,142400,401760,468768,24997,46673.89831260331,438391.5531559119,10,100,355,222,520,-83,-10,2
-117,11,160,160,515289,626597,106387,9596,10127.664695429337,97061.17719723041,70,20,250,1555,504,-94,-11,0
-115,14,207,197,293820,390480,26886,2646,4488.990358798185,30564.076580661516,100,5,331,1018,545,-82,-10,2
-119,14,219,200,501500,516760,306672,26471,39336.033231559915,286973.543865908,40,50,318,503,535,-81,-10,2
-123,10,156,152,164440,127120,184487,9688,25452.115215089565,195719.6376611722,10,40,226,2426,490,-96,-12,0
-121,10,143,135,620941,436780,130525,11384,17953.268108161563,141351.9345187623,50,30,347,1418,515,-84,-10,2
-108,12,206,192,461460,374360,418316,25436,76071.90953699537,443989.51777002186,40,90,342,502,536,-84,-10,2
-108,13,176,161,461460,436780,174179,14516,23591.090230514536,167473.33900517446,70,30,256,2340,509,-95,-11,0
-106,11,145,131,704654,401760,85591,5963,11311.601187250279,75769.1413416496,10,15,333,544,527,-82,-10,2
-111,12,182,173,620941,401760,144906,9285,20458.769580784276,147096.0607391656,25,25,321,102,528,-83,-10,2
-125,11,172,166,637874,158220,78545,4655,7846.336448375402,75144.74757859814,15,15,233,3486,482,-96,-12,0
-131,11,156,150,159160,658554,51283,4300,6691.440843955972,54130.43460577108,15,10,262,2579,509,-94,-10,0
-118,12,185,176,339940,146160,113291,9947,15179.986992275208,109842.45310696278,90,20,346,434,549,-80,-10,2
-115,10,136,133,339940,390480,449919,36457,44739.71048965575,389287.33831083565,5,90,324,1097,534,-82,-10,2
-112,13,173,158,533304,523365,35033,3162,3569.358857300871,28018.888953769398,30,5,236,2080,498,-97,-11,0
-115,15,242,241,637874,643638,168283,11235,32364.48036524409,200803.65140116264,70,30,305,486,532,-83,-10,2
-113,8,105,100,534162,374360,28446,1976,5216.517197291049,32029.57518613738,20,10,263,589,486,-97,-12,0
-106,9,149,142,180860,401760,239515,13364,35644.02766605641,250014.99318834164,100,60,260,2103,515,-95,-11,0

-130,11,170,167,176020,146160,115052,7765,19256.613068199884,126506.72059957843,90,25,131,2912,415,-114,-15,1
-118,9,137,126,371880,626597,149449,9465,18042.624840238896,159702.10915249572,90,40,127,2110,404,-116,-15,1
-111,7,101,93,637874,628698,120522,8338,16395.664326212347,136108.9951798588,60,40,125,2008,401,-115,-16,1
-111,7,107,105,641190,390480,43886,2862,6222.960193804407,44824.222326131196,50,15,145,706,427,-113,-15,1
-111,11,164,157,142600,390480,52333,3164,5592.654621283476,48552.48820808421,100,10,161,2250,452,-110,-13,1
-117,7,95,89,394120,158220,133083,7874,15348.606074928288,120339.19790948722,5,40,166,1654,439,-111,-14,1
-105,9,147,138,650776,127120,472387,33461,67334.69501277717,435906.674764783,50,100,155,2595,449,-111,-14,1
-115,9,142,132,522560,127120,34651,1829,5255.487924849063,38906.561386141504,15,10,161,2824,453,-109,-13,1
-120,9,133,128,642337,496720,440381,43465,50330.446441790256,393703.0653097993,100,90,136,264,401,-116,-16,1
-115,12,185,183,650776,302340,567510,29466,49002.4710666453,486866.7662266965,90,90,247,3229,496,-97,-11,0
-125,12,177,173,180860,127120,146492,7799,15403.245009688733,140435.44468143914,100,25,241,1098,503,-94,-11,0
-136,6,93,87,710516,710750,55359,4449,6459.7383556291625,53882.37489320106,40,20,182,3230,498,-104,-11,1
-112,10,150,137,394120,523365,352788,34471,54426.15784273201,455238.5228857017,40,90,217,1904,477,-98,-12,0
-109,10,165,150,169400,382480,158007,10229,13259.30665542995,120230.20507633082,80,25,141,1279,425,-114,-15,1
-111,7,90,85,289280,397760,54297,4601,8285.93137495903,59244.278793303754,30,20,240,2017,511,-93,-11,0
-116,10,135,128,380520,174980,315247,21890,43449.41505623247,328034.6405290059,40,70,243,3240,486,-95,-12,0
-117,5,78,71,142400,382480,65862,3745,11039.595048353453,66748.69017632327,70,30,175,2012,474,-107,-12,1
-119,7,110,108,165800,645142,30917,2458,4415.733349113977,31546.227332429928,30,10,145,979,427,-113,-15,1

-105,9,149,145,339940,155460,260333,20218,33738.10721860279,300580.9812174224,30,80,227,1754,492,-96,-12,0
-111,13,182,180,285640,155460,533605,42728,57141.375416577524,491785.68793892453,5,80,232,1934,506,-94,-11,0
-114,12,171,154,650776,397760,27029,1758,3688.3025332607453,25200.596361634965,50,5,246,661,493,-96,-11,0
-116,9,131,127,637874,496720,387751,30391,50544.80232486891,415985.75871761073,50,100,313,765,513,-84,-11,2
-114,9,130,121,641190,174600,109896,10039,11508.959303684895,107604.1294951812,100,25,236,921,506,-94,-11,0
-105,10,151,147,522560,178120,227357,14737,32786.137377238236,258265.67631587392,30,60,223,1620,509,-95,-11,0
-119,9,143,129,522560,432200,85410,6091,9451.595027821535,82785.17600543822,25,20,250,1434,494,-96,-11,0
-117,19,298,282,649528,174980,322543,27254,47745.57320221665,347129.25824205624,90,40,373,1728,536,-81,-10,2
-117,9,128,127,497480,382480,204006,20036,26083.46778298935,200909.95365303004,60,50,244,2152,497,-96,-11,0
-118,12,151,151,355420,643638,24222,1687,2462.989951105838,23978.358779629438,5,5,255,2328,501,-93,-11,0
-118,8,120,118,348200,401760,175015,10656,17246.53544682053,173593.0271384291,5,50,249,1876,506,-95,-10,0
-118,15,230,213,348200,146160,624200,45637,72987.20720329965,611822.2520120991,40,90,352,172,533,-83,-10,2
-105,11,162,154,520500,478160,494317,47626,69042.52054663621,499402.47420318355,90,100,255,2051,501,-95,-11,0
-110,10,146,142,380520,478160,41544,3533,6946.20810469925,43642.81507277479,70,10,221,2289,508,-95,-11,0
-113,14,221,211,135480,302340,495164,47401,44915.358475702305,371919.19489238475,15,60,356,176,531,-82,-10,2
-110,9,138,137,180860,436780,379195,34828,43431.49964650538,378398.86561999813,100,90,272,1586,507,-93,-11,0
-109,10,146,135,380520,382480,383155,31281,55080.04441514351,420121.33753716375,30,100,257,1486,506,-96,-11,0
-110,10,160,159,374800,471980,104114,5772,9625.185495254065,96734.21180109124,10,20,256,2013,506,-93,-11,0

-117,10,134,126,135480,658554,275682,23343,30034.49025890877,257930.741247242,30,60,243,2111,498,-95,-12,0
-112,8,123,119,168440,432200,18103,1676,2473.740698085833,19049.089382150232,70,5,167,1556,421,-111,-15,1
-107,11,155,141,704654,478160,473719,45862,59227.60938337463,401814.9179586303,5,80,151,1957,460,-110,-13,1
-111,13,196,192,620941,496720,319933,17192,43926.29607712803,286366.44337223563,10,50,245,2449,493,-97,-11,0
-121,7,105,99,289280,302340,313211,18538,30617.460002717675,254205.00939853274,80,80,167,2486,447,-110,-14,1
-126,9,145,139,710516,710750,146761,12998,12790.795242592565,116898.87524823005,40,25,149,2426,436,-113,-14,1
-105,10,142,129,497480,523365,27113,2288,3145.7760755594095,25654.353825693364,5,5,132,2852,408,-116,-16,1
-106,6,84,80,515289,516760,106546,9289,11572.61909590322,105070.4128345093,70,40,184,2982,479,-106,-12,1
-111,8,104,98,642337,471980,322377,16276,45984.50861327665,353158.95116925397,70,100,162,1104,428,-113,-14,1
-113,9,142,135,620941,295540,435513,37401,53817.53238516957,407851.05081795057,70,90,165,2032,425,-112,-14,1
-117,7,106,106,394120,174980,75865,4685,10717.020773440005,83494.39341134502,15,25,168,2586,443,-112,-14,1
-122,6,101,101,387580,496720,243356,20627,31722.93415436525,250471.54218730514,10,90,152,2227,452,-108,-13,1
-108,8,120,117,650776,186440,352813,22863,38243.26586940134,346699.1814408681,15,100,138,1285,428,-113,-15,1
-121,6,92,83,470040,127120,25328,1762,2764.1709577450865,25085.109257703596,20,10,154,769,454,-109,-13,1
-132,15,238,234,374800,658554,644855,62067,124456.25175998746,617907.5398158618,10,90,253,1798,499,-96,-11,0
-127,7,108,98,461460,178120,262736,25260,47307.19950802981,283102.47861869086,25,90,154,794,430,-113,-15,1
-123,10,140,134,285640,516760,459271,29619,47766.79988563334,402096.46878412546,100,90,256,1315,508,-94,-11,0
-124,10,127,116,641190,158220,73994,5441,8751.149327229865,69490.17810700469,80,15,135,2152,402,-115,-16,1

-112,12,181,168,387580,658554,386332,31004,54347.72659091581,440391.0098049969,10,80,235,1928,505,-95,-11,0
-109,8,118,107,520500,523365,16997,1523,2678.4926313309206,16648.947418436263,50,5,156,2177,436,-112,-14,1
-114,8,111,104,135480,523365,19286,1891,2102.3381844862442,17202.707788730047,70,5,131,1665,411,-114,-15,1
-114,7,103,97,380520,174980,14787,1017,2116.7942993040883,15362.232558491236,25,5,141,3297,416,-115,-15,1
-106,11,176,161,355420,178120,263572,19968,35132.97694914657,292592.2690870991,60,60,150,1752,418,-113,-15,1
-106,5,80,76,374800,155460,84062,6122,8220.54337351397,70079.96762083394,50,30,136,3337,411,-113,-15,1
-107,9,130,121,135480,432200,108456,9851,11072.134305002886,109797.95187399184,10,25,160,2805,439,-112,-14,1
-108,9,146,140,522560,401760,228273,14558,26497.918631672786,250465.18705048796,70,60,156,1937,446,-110,-14,1
-113,8,121,114,461460,496720,355534,20675,41786.723800190186,315906.4250900458,30,90,153,1914,453,-113,-13,1
-112,10,145,144,520500,302340,44328,2466,5525.61612918941,46730.190654949176,90,10,164,2121,439,-112,-14,1
-112,9,130,127,642337,374360,113133,8130,16727.365913123725,122298.49433885103,100,30,141,432,462,-110,-13,1
-115,7,111,105,159160,174600,257348,18254,37145.16884720895,270788.2948824966,25,90,142,1654,412,-115,-15,1
-107,9,156,145,710516,174980,309118,26078,29630.287311310647,281724.8417077752,60,70,141,1184,442,-111,-14,1
-112,9,134,133,533304,146160,189167,14087,22958.5068603343,172308.94980291172,70,40,163,2186,483,-108,-12,1
-118,9,150,140,165800,397760,40608,2654,5650.895747973611,38066.17061860277,15,10,144,3165,451,-110,-14,1
-124,5,74,67,159160,158220,201723,12037,27203.26155691318,191978.34836023778,60,90,147,3300,451,-108,-14,1
-124,5,67,62,649528,628698,23711,1859,3680.8182716412357,22957.999956156164,60,10,132,3431,396,-118,-16,1
-118,9,132,127,374800,374360,368216,24401,47501.11851382301,394142.89206682466,20,100,152,2938,444,-115,-14,1

-105,9,147,138,135480,403260,237837,17370,26267.332991682557,215632.82013276857,20,50,217,1445,463,-100,-13,0
-102,13,175,165,522560,403260,238022,17215,33088.91960197104,238255.34288800426,10,40,344,582,519,-83,-10,3
-111,12,188,175,637874,186440,155630,15451,22257.360158007006,163122.13506417105,25,30,256,1389,499,-95,-11,0
-102,11,155,144,339940,186440,353124,18504,47309.806974955594,328487.7290369958,20,70,307,166,522,-83,-10,3
-118,9,127,116,168440,436780,204571,10763,25001.974339934277,217689.40437587487,60,50,264,2924,504,-95,-11,0
-118,9,144,138,348200,186440,290208,24034,36339.628400396454,326986.80748802214,25,80,247,1865,507,-95,-11,0
-105,8,121,114,180860,174980,17901,1072,2987.1659349598717,18689.631811238793,5,5,244,1149,497,-95,-11,0
-103,14,206,202,533304,174980,320797,17867,43325.57193124826,358901.7775635393,60,60,327,1067,509,-84,-11,3
-123,11,172,168,403440,626597,467806,42148,49017.36442999365,423392.7746420499,20,90,231,1595,481,-96,-12,0
-111,10,162,159,293820,401760,318041,22321,43490.60378275128,347446.8947952008,100,80,246,989,498,-95,-12,0
-97,9,150,145,165800,401760,45528,3588,6197.269755980806,41880.094012426045,30,10,318,65,522,-83,-10,3
-107,10,160,159,164440,432200,313099,29122,38004.179469371134,363808.3466719494,5,70,259,1065,508,-95,-11,0
-111,13,208,207,650776,626597,168769,14713,18598.30883206999,156440.24665547776,25,30,243,1193,499,-96,-11,0
-108,10,159,151,374800,508080,97174,6715,16222.398803392667,106037.81234812707,60,25,236,1663,515,-93,-11,0
-90,12,187,183,164440,508080,155383,10030,19742.858704930728,147640.54224044376,20,25,336,869,511,-85,-11,3
-94,11,173,161,339940,516760,157812,9560,20191.339130355027,151118.51962143002,50,30,315,1146,523,-84,-10,3
-95,10,149,145,380520,508080,367815,33268,34703.28042001816,295741.1329703476,40,70,333,1284,527,-82,-10,3
-94,15,215,201,642337,508080,642162,62260,84608.9916570623,713323.7031666259,80,90,341,1116,527,-82,-10,3

-105,11,156,149,637874,710750,107114,10081,16243.228310046718,118295.08313550627,60,25,233,2526,490,-97,-12,0
-93,11,151,149,289280,703805,385293,25446,48605.390783115836,368150.29723356944,100,70,343,1286,520,-82,-10,3
-105,14,207,206,164440,658554,34928,2396,3620.6768489832853,33374.66190893587,60,5,316,157,513,-85,-11,3
-115,11,174,173,176020,295540,482630,39934,69050.60292475011,506766.6112038402,50,100,247,2657,516,-94,-11,0
-99,10,162,160,534162,302340,241640,22543,25031.13256026457,238239.6210308344,50,50,326,798,509,-84,-11,3
-100,12,177,161,515289,374360,29085,2682,3776.5356634025807,27155.04180088546,15,5,342,897,530,-82,-10,3
-109,9,128,118,620941,302340,58046,4238,7345.323838663685,65875.5190350496,10,15,239,2143,497,-95,-11,0
-98,12,158,155,497480,374360,528166,45351,62570.50959410966,459140.80366907665,40,80,342,915,534,-83,-10,3
-99,12,200,186,461460,295540,28392,1487,4719.456894796386,29026.781657738262,70,5,298,659,514,-84,-11,3
-97,11,158,153,142600,295540,203294,16218,31061.58358622285,206895.4072056228,40,40,348,479,527,-82,-10,3
-94,13,185,168,164440,302340,267439,24758,34692.861566815984,249714.86128982145,25,40,329,1098,528,-82,-10,3
-102,11,179,173,710516,295540,80786,7714,7639.31450804208,75692.17834065665,70,15,330,1391,561,-81,-10,3
-105,9,137,128,142600,390480,53738,3157,6184.942528179954,43448.45566723761,25,10,263,2368,489,-96,-12,0
-92,11,164,161,515289,390480,72968,6095,12761.763407629613,77280.01372689888,5,15,326,1137,529,-82,-10,3
-94,14,216,195,135480,390480,120715,11008,19540.110311428925,115843.33915683196,30,20,325,862,527,-81,-10,3
-102,13,198,187,501500,397760,427382,23014,47355.84858408632,455343.31597695925,15,80,326,968,524,-83,-10,3
-97,12,195,182,168440,382480,361169,19939,44717.22770641999,347700.90447514394,90,60,344,165,525,-84,-10,3
-93,14,208,189,520500,390480,30360,1922,3008.294332812029,31894.463104310977,40,5,314,644,529,-84,-10,3

