ULMeanNL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,ArfcnDL,NbrPktDL,NbrPktLossDL,UpOctUL,UpOctDL,BsChannelBwUL,BsChannelBwDL,MaxTxPower,RetTilt,TransRatePeak,RSRP,RSRQ,Label
-95,11,146,134,461380,528996,22937,2048,2557.038672747972,24016.63064291031,20,5,317,126,521,-83,-10,3
-97,11,149,145,461380,530380,360731,21372,41923.81815091872,335925.4879139198,70,70,317,1641,528,-83,-10,3
-95,13,181,175,516786,528996,57191,3660,7203.238263199229,57839.50312947791,30,10,306,59,510,-84,-10,3
-106,8,121,118,172240,382700,219752,19832,32108.916579453286,252842.81900148417,50,70,241,1973,514,-94,-11,0
-96,13,187,187,393260,394480,331884,31660,34913.59416906471,348758.63750345085,100,70,359,216,509,-85,-11,3
-95,13,163,159,517100,394480,405209,33692,46592.8799668145,309723.3614371535,20,50,355,139,526,-82,-10,3
-93,14,212,206,467400,396900,31106,2399,4496.4438703996,32232.093667990906,60,5,315,1157,514,-84,-10,3
-90,16,228,206,382920,401920,624853,38757,91679.12366596262,699220.673615473,70,90,352,1000,519,-84,-10,3
-105,9,144,141,521631,401920,112959,9291,16397.62320951493,121450.59691044662,100,30,252,1098,486,-96,-11,0
-106,11,170,162,646440,296020,179960,9607,20490.588486555043,156444.2933889795,30,30,218,1986,501,-93,-11,0
-97,10,142,138,142100,285640,41658,4037,5782.612450766256,47301.18591830858,40,10,344,145,509,-86,-11,3
-94,12,161,160,341020,285640,125715,11983,11169.516135135282,105478.3018535616,60,20,337,718,540,-80,-10,3
-99,18,276,265,168360,185640,775417,46902,143342.87993995717,750775.9978782493,50,90,347,791,521,-83,-11,3
-104,10,146,143,665133,296020,183445,10982,28333.278682637192,205692.554802974,100,50,309,589,540,-81,-10,3
-123,12,169,167,521631,637434,137954,9549,15860.484310936592,135158.56960116152,80,25,227,1906,487,-96,-12,0

-114,10,142,130,168360,299340,126574,10236,15888.642891982103,118499.97858865348,5,25,226,1518,504,-94,-11,0
-114,12,193,179,517100,471840,524249,27719,61717.21752360074,571401.6823106612,30,100,241,2210,510,-94,-10,0
-92,10,138,35,632723,645398,176259,11649,13472.611427399754,173683.2584614419,25,40,238,980,498,-95,-11,4
-118,13,216,204,696004,382700,157989,7908,20487.10083829873,149256.63077092275,5,25,239,2318,505,-93,-11,0
-112,10,152,147,182820,625778,162172,9737,22374.367010772858,145170.63214383085,30,30,248,2715,518,-94,-11,0
-91,8,124,77,646101,645914,90648,5705,5250.518139952217,76226.03097636843,40,20,219,2132,494,-95,-12,4
-98,14,196,123,133560,127280,118111,8158,10203.30330688196,133965.37639584125,25,25,247,2709,503,-93,-11,4
-98,10,151,37,142100,147220,123650,7011,6986.5759002080595,107237.54208075108,80,25,240,3130,503,-94,-11,4
-101,10,160,58,461380,498280,306500,28609,20820.0916106727,262748.8445407198,5,60,240,2282,499,-95,-11,4
-113,12,173,165,516786,299340,65220,5610,6440.4072078156,59234.04896282076,50,10,246,1849,495,-95,-11,0
-108,9,133,126,157980,396900,16796,1499,2429.610688842862,18120.809663705866,5,5,198,176,466,-98,-13,0
-91,9,117,68,355720,396900,194756,12349,13227.971186505289,182448.8319216433,100,50,223,1701,504,-95,-11,4
-112,8,126,124,665133,637434,188147,17209,20113.71061854411,177530.6071915012,25,50,228,1407,507,-94,-11,0
-97,10,157,139,467400,512760,401894,28704,24798.253541391827,343578.54809271416,5,80,253,2802,516,-94,-10,4
-100,10,155,107,516786,530380,358615,24298,22836.56932511057,336484.42220395803,40,80,225,2012,501,-96,-12,4
-115,10,140,135,706490,285640,392600,26980,56917.87467807815,402618.6384058014,80,90,229,2576,487,-96,-12,0
-93,10,168,146,163600,163420,408056,32731,34761.19739472767,430244.70661299035,20,90,224,1167,494,-96,-12,4
-95,13,183,63,625128,644318,365211,27441,26984.14621626391,395285.5107052511,5,70,227,1772,488,-95,-12,4

-127,13,181,174,646101,711372,107605,8781,14581.593765022837,121456.648053896,50,20,329,1175,533,-82,-10,2
-119,16,245,233,142100,299340,340139,23183,38802.16181370608,354826.73092469014,100,50,307,973,521,-83,-10,2
-112,13,203,189,182820,163420,634525,53664,70113.57058548188,618876.8214710443,60,100,332,1181,523,-82,-10,2
-111,14,214,211,349300,285640,422969,21406,42106.214291336364,392025.64054308244,90,60,254,3512,491,-96,-12,0
-114,8,118,114,706490,396900,243642,14514,28282.883738211527,256920.02852666005,60,70,214,1859,492,-95,-12,0
-118,14,191,180,176520,152260,521048,44958,61123.29556301362,458108.8568295421,80,70,325,335,525,-82,-10,2
-117,7,103,95,696004,404980,174411,15361,24104.04448110379,197393.50464271387,60,70,232,1329,487,-97,-11,0
-112,11,166,151,172240,174640,222817,16729,30645.8108460252,243217.7789364888,50,50,220,2225,473,-96,-12,0
-106,14,191,180,461380,152260,520321,43359,57619.313577850975,513668.40435532434,30,90,312,147,516,-82,-10,2
-109,11,150,145,163600,185640,215280,20672,22629.581934336475,195845.23152178637,20,40,332,1702,533,-84,-10,2
-108,13,192,175,389200,296020,536509,49939,51916.657246308154,422212.6154939865,100,70,240,1478,482,-96,-12,0
-106,14,214,211,517100,285640,91938,7674,12487.77924855842,95629.05662095253,100,15,343,1004,527,-84,-10,2
-133,16,229,224,341020,711372,364919,33635,55446.565633870116,401827.1992765481,30,60,319,1390,508,-84,-10,2
-127,7,98,97,182820,175880,59394,3636,7927.740272966027,64213.56369257356,60,20,230,2484,493,-95,-11,0
-120,8,142,141,355720,470820,68303,3762,8088.69826142983,74483.08467658992,25,20,234,1266,493,-95,-12,0
-113,8,127,124,536040,175880,310026,26879,45866.952570133406,356520.63228623266,5,90,253,1704,492,-95,-12,0
-112,14,209,205,168140,185640,106616,5882,13924.236511523664,109190.6722729985,30,15,307,111,515,-84,-10,2
-118,11,185,172,393260,435540,129726,9469,12808.512346191932,118008.95278020186,50,25,245,1530,497,-96,-11,0

-117,10,157,156,163600,178600,283175,24534,31866.764652128302,232734.0052844535,20,50,148,2962,442,-112,-14,1
-111,6,85,82,289280,401920,262146,21208,37334.280507961084,269717.60610009264,30,100,151,1821,423,-115,-15,1
-111,6,95,94,341020,401920,237497,16732,44092.831793285746,215117.77987993343,70,80,156,2634,433,-114,-15,1
-116,8,132,125,404980,175880,180879,10194,24546.52127150447,200841.69455280015,15,60,147,3165,453,-110,-14,1
-115,9,121,113,378480,364860,46083,4242,4768.2155248827785,38319.97824403015,50,10,150,2113,436,-112,-14,1
-116,10,157,152,706490,163420,64877,4305,6648.936240937798,63490.22880179593,90,15,142,2960,396,-116,-16,1
-112,9,135,132,523632,498280,393447,28595,37498.896018219864,336267.12513102766,15,80,270,1910,504,-95,-11,0
-111,9,135,126,168360,364860,180299,12499,23847.035494611067,192051.7777417942,90,50,156,3152,456,-110,-14,1
-109,5,78,74,157980,471840,152366,12244,19394.31254594481,142459.60282993672,60,60,125,617,366,-120,-17,1
-109,9,121,117,646101,512760,167392,9842,21717.239454876715,167443.49104895414,80,40,250,2455,485,-96,-11,0
-121,12,196,180,378480,637434,101187,6640,10286.444013168835,85402.32909318701,100,15,248,1925,497,-96,-12,0
-131,10,147,135,625128,147220,189114,16886,24340.42987857345,177405.94855490525,70,40,239,2503,504,-95,-11,0
-113,13,165,150,393260,625778,211827,14391,30217.028153876716,240072.56538582427,5,40,227,1351,475,-96,-12,0
-114,14,198,181,285480,470820,128021,12326,18293.887691003783,125128.85777096078,60,20,244,2221,495,-97,-12,0
-113,11,171,156,632723,645398,320006,30207,40713.64184027404,315305.4232304656,10,60,188,1546,480,-106,-12,1
-109,10,138,126,521631,512760,353521,21741,43954.74429497984,356568.13236460317,90,80,236,1861,504,-94,-11,0
-108,10,154,139,301040,530380,19868,1783,2798.3621174682,22433.219070945735,60,5,224,1735,482,-96,-12,0
-111,7,87,83,144640,645914,289079,23397,36454.61216840075,276030.408017259,15,80,250,1840,502,-95,-11,0

-125,9,127,116,461380,537740,366250,32473,50243.135217429895,344994.98821932235,40,90,228,1565,492,-93,-11,0
-115,11,165,158,341020,151720,86335,7590,12316.552680659917,82493.71061735153,100,15,148,2151,417,-113,-15,1
-115,9,121,120,404980,151720,279198,26901,30975.781406428065,286075.78920954315,5,70,255,1585,522,-94,-11,0
-118,7,107,106,665133,528996,91602,5166,10202.890509552388,84747.2489879687,25,25,164,1643,453,-110,-14,1
-115,11,180,167,144640,644318,366829,22830,53257.076461048644,445501.66038049175,30,90,148,1424,433,-112,-15,1
-118,7,115,104,467400,396900,27287,2068,4244.340408466247,31036.13946730653,40,10,143,1317,435,-113,-14,1
-105,9,128,127,513020,152260,306436,25173,45522.90131909957,346121.44693074434,100,80,247,1403,490,-97,-12,0
-105,7,105,97,467400,147220,240135,20908,33466.11552480121,255523.29183229688,15,80,218,2369,468,-97,-13,0
-105,12,189,181,355720,147220,462491,28531,64955.681652610714,451186.3029199641,40,80,238,1467,500,-95,-12,0
-105,11,165,162,371100,147220,368922,23747,37223.25191799859,347110.5578096204,60,70,237,3075,503,-95,-11,0
-118,10,144,137,523632,147220,39244,3677,4859.641045431566,45415.187596698175,70,10,153,1922,434,-113,-14,1
-131,12,170,153,665286,644318,110567,9954,13315.522115253805,104832.09700271836,30,20,255,2164,493,-97,-12,0
-109,7,99,93,182820,625778,111316,7932,12000.495425136867,96568.62930321445,90,30,151,1919,390,-116,-16,1
-114,8,123,122,349300,711372,382199,20484,36115.53084983777,324672.6640204381,15,80,133,1262,396,-115,-16,1
-113,10,143,142,513020,471840,130429,7150,10789.955000301114,110623.76969980428,10,25,249,2871,513,-93,-11,0
-107,8,118,117,142100,528996,117968,6076,9650.79698514237,95785.75012075905,70,25,149,1415,462,-109,-13,1
-108,9,155,141,516786,530380,110922,8245,13937.986181011165,116279.92145268428,30,30,264,1576,501,-94,-12,0
-110,10,138,132,182820,625778,318098,29756,42027.384546159454,347393.4389620594,30,70,239,1355,491,-95,-12,0

-117,9,123,112,378480,382700,331831,16994,43337.49259648292,346962.71087590983,20,90,141,1312,450,-110,-14,1
-120,9,143,130,382920,163420,41261,3817,4904.310456594721,42858.1566722958,10,10,244,1008,490,-95,-11,0
-115,6,90,84,706490,523460,37615,2692,5271.298854771678,37472.09114357224,100,15,134,1119,415,-113,-15,1
-115,11,146,139,182820,528996,78777,7819,9243.346040858176,77028.13068566856,50,15,153,1677,454,-110,-14,1
-125,9,136,129,349300,147220,340969,33674,56282.52755919795,345140.3333179738,50,90,166,1268,453,-110,-13,1
-126,9,130,119,355720,537740,306112,20678,37087.73224397259,285780.772620364,25,70,169,3327,439,-112,-14,1
-117,7,90,85,382920,401920,32720,2570,3479.627705596009,31964.065063220416,40,10,160,778,459,-110,-13,1
-111,9,125,125,382920,623422,42925,3437,5391.109189567296,43245.886768931865,100,10,224,895,497,-97,-12,0
-105,9,146,137,706490,625778,258281,25247,41968.4072091896,270146.5082842886,70,70,138,1879,448,-110,-14,1
-108,10,138,126,513020,623422,81281,5981,8910.896370539813,65381.841543465125,90,15,247,1161,493,-95,-11,0
-111,12,178,167,289280,528996,157976,15062,15913.231861399376,130537.06573641908,20,25,257,2453,513,-94,-11,0
-112,12,184,177,349300,401920,426006,31353,64242.35459603361,505175.7259370942,50,90,238,1267,503,-94,-11,0
-133,9,142,135,168140,185640,39735,2918,4490.819246755894,43691.706978179456,5,10,239,2546,489,-94,-12,0
-127,11,160,148,513020,716858,47968,3476,6481.221656275378,48229.80574916606,70,10,236,2297,485,-96,-12,0
-113,9,139,129,536040,401920,44227,3120,5878.820748179414,42609.1516909715,15,10,142,1894,435,-111,-15,1
-108,9,131,126,521631,396900,58085,5019,8464.36005247764,53983.59714910394,25,15,262,1752,509,-95,-11,0
-110,10,159,148,393260,299340,54926,4640,7439.104394740926,68062.48479806526,70,15,136,1651,419,-114,-15,1
-111,13,198,182,285480,404980,223381,15874,19797.182573039463,183211.7154445232,25,30,232,2876,487,-96,-12,0

-112,12,161,159,665286,396900,587242,43879,55688.280623803344,547483.6005533736,40,90,238,2856,481,-96,-12,0
-109,7,98,95,285480,537740,66450,5778,7570.654934685975,59323.72375613366,100,20,155,1490,436,-114,-15,1
-108,9,143,140,355720,537740,293384,24651,29427.46458571078,252500.68055401114,60,60,251,2464,516,-93,-10,0
-121,11,168,163,285480,637434,159541,14649,15881.581273930273,138969.8524159246,10,30,138,1682,426,-112,-15,1
-132,8,117,117,516786,127280,333459,16697,42264.42613025814,356878.37151452946,70,100,160,2119,431,-114,-14,1
-132,11,161,153,349300,644318,407172,33495,69729.61578147761,381061.049094575,80,80,240,2314,508,-95,-11,0
-114,5,70,68,182820,637434,34116,2955,3827.305739580358,33900.978515076895,10,15,136,1659,406,-116,-15,1
-114,9,128,119,355720,470820,309540,16988,56841.60793738862,293432.6658894838,5,70,152,3147,441,-113,-14,1
-117,9,138,130,168360,645914,94648,4838,10835.215226995453,89507.5134282923,30,20,223,2154,482,-96,-12,0
-118,9,135,122,625128,382700,57739,5708,6792.28860404824,56646.953948110226,30,15,141,1307,414,-113,-15,1
-112,11,170,155,523632,151720,216926,14842,30455.53168465953,221214.90308519642,10,50,232,2583,488,-96,-12,0
-107,9,136,123,646440,185640,126298,11579,14682.990671003552,121002.82965892497,25,30,173,1544,487,-107,-12,1
-117,7,112,109,157980,623422,67176,6406,9172.603238302852,61980.07579146915,70,20,196,2942,482,-106,-12,1
-119,9,128,119,378480,401920,98941,6740,11489.495562576567,96417.56037402063,25,25,157,2480,426,-113,-15,1
-119,10,149,148,646440,711372,124521,9987,13171.056346678888,108175.90746116944,20,25,145,2248,446,-110,-14,1
-115,7,105,104,625128,471840,180790,16315,25166.9944673122,189768.34576117317,80,60,159,2050,451,-109,-13,1
-118,8,119,110,163600,623422,16253,964,2156.9858219264565,18479.3730506314,5,5,155,3068,431,-112,-15,1
-123,10,158,151,513020,285640,286630,24746,29411.698776869613,269322.4057719291,20,60,154,2351,435,-112,-14,1

-133,7,104,102,632723,185640,155146,11767,18472.54590527438,126122.09571538666,80,40,241,1601,498,-95,-11,0
-133,14,212,205,523632,716858,708375,48850,62270.928914383985,569321.9945607992,5,90,220,2473,487,-96,-12,0
-120,11,190,188,389200,178600,115127,10293,15188.650152663939,125497.78099094708,70,25,349,511,527,-84,-10,2
-106,14,191,187,168140,163420,105336,8589,11316.401911400702,98386.86511340587,100,15,341,1440,537,-81,-10,2
-108,12,188,179,521631,178600,100838,7781,13673.848355012598,110628.70599456484,15,20,208,2790,479,-97,-12,0
-111,13,195,180,157980,296020,127075,7756,21852.65816058027,154415.71451388524,20,25,229,2976,499,-96,-12,0
-129,15,225,206,355720,645398,685791,51565,105528.29295688769,612162.4145893297,100,90,346,393,530,-83,-10,2
-118,13,178,162,497920,185640,405762,32124,53617.2836680201,372238.41826521524,60,70,214,3391,495,-95,-12,0
-106,12,182,173,523632,163420,166697,15263,23776.83009194569,158838.08023507555,100,30,227,2632,490,-95,-12,0
-111,12,164,151,341020,175880,638982,61656,62389.146411870264,547158.8447113947,40,90,235,2030,495,-95,-11,0
-113,10,156,142,157980,396900,80260,4748,13092.341120482724,95237.89418177177,60,20,244,1691,490,-95,-12,0
-110,15,225,209,355720,498280,309347,18789,32773.47574771167,331995.80712557887,20,50,320,85,522,-83,-10,2
-126,11,179,168,404980,127280,54389,3077,7437.092317269036,53311.90459196232,40,10,350,281,524,-83,-10,2
-124,14,209,197,157980,523460,540307,44053,68342.24399924868,619024.3471674396,80,100,219,2252,471,-97,-12,0
-126,7,105,97,646440,185640,334510,28062,36032.51102722619,286917.1029274635,70,90,222,2136,478,-96,-12,0
-123,11,153,149,696004,644318,249970,18098,30112.800970595323,240053.56215776445,20,50,237,2573,495,-93,-11,0
-113,12,195,184,289280,404980,623655,42664,68998.55260788368,560905.3554543963,60,90,265,928,510,-94,-10,0
-109,15,219,212,646440,471840,236975,12419,27880.654605779382,241839.6570672218,90,40,336,473,534,-82,-10,2

-106,13,181,164,536040,152260,405069,21036,71330.13668534672,443249.9271796465,90,80,311,884,532,-82,-10,2
-118,8,134,127,513020,178600,409836,32672,44561.075581701996,386495.8724155246,10,100,254,1092,523,-92,-10,0
-130,12,172,159,646440,645398,326993,21343,38686.656111716875,287677.6065141328,80,50,235,2859,493,-96,-11,0
-122,12,164,163,144640,147220,91787,7865,11187.76701599237,78825.90119196803,80,15,330,174,527,-81,-10,2
-113,13,176,173,393260,285640,236840,12738,28787.234844497823,234962.7436206417,40,40,315,409,514,-84,-10,2
-113,10,148,146,513020,433340,23662,1804,2944.35352634123,23492.17572149251,40,5,231,2771,509,-96,-11,0
-105,10,152,140,625128,716858,90781,5809,12392.155631604845,104649.78260221533,40,25,249,1761,492,-97,-12,0
-119,14,218,209,378480,711372,575081,39028,78784.96008899424,605368.8705567968,10,90,313,45,535,-83,-10,2
-119,13,216,199,163600,178600,193704,14110,17067.57670786523,170857.84106320658,70,30,358,943,533,-82,-10,2
-118,10,131,120,646101,163420,252864,22387,32568.123213029063,251299.5498158323,100,60,224,1538,516,-93,-10,0
-123,10,135,123,168360,645398,94458,7691,10767.746783027558,95920.93332360583,10,20,246,1758,500,-94,-11,0
-116,11,171,158,696004,433340,84943,6191,10370.298688315668,97752.73083841665,15,20,340,554,530,-84,-10,2
-110,7,98,92,371100,296020,157983,12690,22603.76288435847,188359.73773693352,90,60,245,1813,520,-93,-11,0
-113,11,181,177,706490,394480,304209,19517,37207.49236703067,297642.35566651286,25,60,352,351,530,-82,-10,2
-111,15,233,221,393260,178600,57753,3617,7107.862673788192,62950.19481999842,30,10,332,994,512,-84,-10,2
-106,13,196,194,133560,152260,217864,12363,28206.457465702628,226291.76486286614,60,40,246,1131,509,-94,-11,0
-112,16,236,228,168140,147220,268520,22513,36264.69901304813,268727.5946274983,5,40,336,651,519,-83,-10,2
-118,13,187,171,289280,394480,525525,29177,59048.61508884053,547777.1951408966,100,100,324,837,530,-83,-10,2

